Price,High,Low,Open,Date,Volumefrom,Volumeto
0.2556,0.2685,0.2542,0.2602,2017-10-14,118535906.96,30854310.07
0.2602,0.2651,0.233,0.2464,2017-10-13,161979990.12,40101635.08
0.2464,0.2652,0.2461,0.2632,2017-10-12,108852662.71,27832182.82
0.2632,0.2656,0.2553,0.2582,2017-10-11,57462883.66,14969602.81
0.2582,0.2666,0.2406,0.2501,2017-10-10,101124546.01,25680589.44
0.2501,0.2802,0.234,0.2799,2017-10-09,193728695.41,50199290.42
0.2799,0.2811,0.2385,0.2397,2017-10-08,148095758.24,38550634.49
0.2397,0.2411,0.2324,0.2334,2017-10-07,41917758.86,9872421.5
0.2334,0.2444,0.2332,0.238,2017-10-06,94205681.26,22431251.55
0.238,0.2442,0.2134,0.2135,2017-10-05,158237559.05,36202349.02
0.2135,0.217,0.2012,0.2033,2017-10-04,67470421.52,14142819.29
0.2033,0.2062,0.198,0.2031,2017-10-03,29005479.02,5839906.03
0.2031,0.2092,0.2001,0.2083,2017-10-02,35885216.48,7328241.94
0.2083,0.2085,0.1965,0.1999,2017-10-01,24422387.67,4883081.39
0.1999,0.2051,0.1955,0.1967,2017-09-30,49435827.82,9927019.87
0.1967,0.2025,0.188,0.2023,2017-09-29,54184836.61,10597662.73
0.2023,0.2102,0.1968,0.2099,2017-09-28,67358317.3,13665339.91
0.2099,0.2146,0.1874,0.1892,2017-09-27,99140351.37,20430598.88
0.1892,0.194,0.1809,0.1846,2017-09-26,50442495.52,9505462.35
0.1846,0.1869,0.1748,0.1757,2017-09-25,33753363.68,6120293.54
0.1757,0.1799,0.1733,0.1791,2017-09-24,15374805.27,2703736.22
0.1791,0.1803,0.1701,0.1728,2017-09-23,37391190.29,6619856.13
0.1728,0.177,0.1675,0.171,2017-09-22,27140948.06,4650917.37
0.171,0.1831,0.1703,0.1817,2017-09-21,41362146.7,7328786.34
0.1817,0.1886,0.1808,0.1848,2017-09-20,27751085.68,5124528.77
0.1848,0.1945,0.1831,0.1933,2017-09-19,40508429.02,7580781.96
0.1933,0.1946,0.1814,0.1814,2017-09-18,62949186.8,11939758.36
0.1814,0.1846,0.1717,0.1828,2017-09-17,32692715.19,5842469.29
0.1828,0.1918,0.1741,0.1846,2017-09-16,55026386.52,10110436.47
0.1846,0.1917,0.1483,0.1711,2017-09-15,151333101.08,26276485.78
0.1711,0.2007,0.1663,0.1983,2017-09-14,109965869.52,19799145.62
0.1983,0.2099,0.1904,0.2095,2017-09-13,55982675.49,11129429.41
0.2095,0.2242,0.206,0.2143,2017-09-12,52561473.75,11284359.18
0.2143,0.2216,0.2087,0.2173,2017-09-11,42706983.98,9218343.73
0.2173,0.2243,0.1993,0.213,2017-09-10,54938704.57,11568283.12
0.213,0.2145,0.2075,0.2122,2017-09-09,26343729.76,5570562.79
0.2122,0.2295,0.2026,0.2271,2017-09-08,80226065.9,17117912.82
0.2271,0.2318,0.2216,0.2314,2017-09-07,42476785.71,9618400.75
0.2314,0.2329,0.2162,0.2168,2017-09-06,62406427.74,14069400.24
0.2168,0.2204,0.1917,0.2045,2017-09-05,74188654.46,15405037.13
0.2045,0.2306,0.1901,0.2303,2017-09-04,110265036.76,22534210.61
0.2303,0.2381,0.2168,0.2252,2017-09-03,71530426.56,16286560.59
0.2252,0.2538,0.2185,0.2529,2017-09-02,114845793.39,26604564.86
0.2529,0.2604,0.2444,0.2593,2017-09-01,92327995.74,23395578.4
0.2593,0.2648,0.2275,0.2319,2017-08-31,102175501.34,24967187.01
0.2319,0.2332,0.2175,0.2199,2017-08-30,58581293.07,13197215.61
0.2199,0.2262,0.2125,0.2252,2017-08-29,79956256.52,17593049.34
0.2252,0.242,0.1947,0.2017,2017-08-28,181035575.73,39451333.16
0.2017,0.2104,0.193,0.2097,2017-08-27,68631260.23,13797221.46
0.2097,0.2308,0.2069,0.2167,2017-08-26,58371047.8,12656357.57
0.2167,0.2309,0.2029,0.2173,2017-08-25,123298451.02,26684921.15
0.2173,0.2862,0.2124,0.2457,2017-08-24,244132769.82,60293466.95
0.2457,0.2977,0.2169,0.2421,2017-08-23,339559503.13,91004423.43
0.2421,0.2598,0.1715,0.1958,2017-08-22,293308497.27,63274812.45
0.1958,0.2081,0.1523,0.1587,2017-08-21,151816465.53,26693972.97
0.1587,0.1611,0.1494,0.1526,2017-08-20,33037084.26,5164770.3
0.1526,0.1616,0.1483,0.1569,2017-08-19,46139187.71,7065430.14
0.1569,0.1704,0.1518,0.1578,2017-08-18,66863175.71,10675897.43
0.1578,0.161,0.154,0.1603,2017-08-17,39553784.86,6246548.69
0.1603,0.1606,0.1489,0.1577,2017-08-16,53984030.59,8335191.44
0.1577,0.1683,0.153,0.1683,2017-08-15,65517223.58,10458430.79
0.1683,0.1801,0.1652,0.1657,2017-08-14,37651857.4,6437674.0
0.1657,0.1721,0.1587,0.1716,2017-08-13,62425261.57,10320750.4
0.1716,0.1825,0.1707,0.1778,2017-08-12,40425329.23,7092830.7
0.1778,0.184,0.1758,0.1809,2017-08-11,39330485.5,7048463.78
0.1809,0.185,0.1784,0.1841,2017-08-10,33717852.12,6147587.33
0.1841,0.1967,0.1818,0.1967,2017-08-09,42018490.26,7855535.32
0.1967,0.1972,0.1772,0.1782,2017-08-08,72727683.74,13600183.4
0.1782,0.1828,0.1766,0.1802,2017-08-07,31302418.27,5622922.2
0.1802,0.1896,0.1786,0.1848,2017-08-06,29473931.65,5419936.45
0.1848,0.1928,0.1719,0.1744,2017-08-05,61313332.68,11198088.38
0.1744,0.1767,0.1717,0.1748,2017-08-04,21111957.48,3673325.81
0.1748,0.1771,0.1696,0.1709,2017-08-03,18496226.7,3208349.93
0.1709,0.1794,0.1676,0.1776,2017-08-02,35415418.61,6160970.33
0.1776,0.1847,0.162,0.1648,2017-08-01,72685890.85,12410580.58
0.1648,0.1689,0.1585,0.1633,2017-07-31,24381559.9,3987083.8
0.1633,0.1709,0.1609,0.169,2017-07-30,12870297.62,2120755.56
0.169,0.1704,0.155,0.1633,2017-07-29,26290298.75,4233058.32
0.1633,0.1738,0.1591,0.1725,2017-07-28,32436364.22,5383494.72
0.1725,0.1756,0.17,0.1723,2017-07-27,20972837.57,3627058.25
0.1723,0.1787,0.1642,0.1744,2017-07-26,35121934.71,5998446.97
0.1744,0.1926,0.1658,0.1915,2017-07-25,56073100.49,9890837.19
0.1915,0.1984,0.1893,0.1966,2017-07-24,23034425.11,4456025.55
0.1966,0.2065,0.1873,0.1977,2017-07-23,53835587.61,10605349.0
0.1977,0.2022,0.182,0.1835,2017-07-22,44305182.09,8561872.92
0.1835,0.1936,0.1828,0.1925,2017-07-21,41424689.0,7761281.91
0.1925,0.1962,0.162,0.163,2017-07-20,71996154.88,13017266.17
0.163,0.1838,0.1574,0.1788,2017-07-19,49720953.56,8558816.89
0.1788,0.189,0.1605,0.1723,2017-07-18,63603822.64,11136863.67
0.1723,0.1732,0.1451,0.1461,2017-07-17,72614215.27,11566967.48
0.1461,0.1743,0.1275,0.172,2017-07-16,113360772.24,16453626.67
0.172,0.1848,0.1707,0.1843,2017-07-15,29075769.11,5111050.32
0.1843,0.1925,0.1717,0.1925,2017-07-14,27613040.56,4975616.14
0.1925,0.2178,0.181,0.1958,2017-07-13,39493127.35,7799127.5
0.1958,0.1971,0.1656,0.1778,2017-07-12,46478718.04,8495998.8
0.1778,0.1994,0.1511,0.1883,2017-07-11,95617861.07,16492185.1
0.1883,0.2269,0.1707,0.2261,2017-07-10,50351764.39,10202148.7
0.2261,0.2422,0.2259,0.23,2017-07-09,14408224.35,3367302.06
0.23,0.2321,0.2112,0.2303,2017-07-08,38293159.89,8530812.41
0.2303,0.2516,0.2298,0.2506,2017-07-07,22491360.69,5350475.95
0.2506,0.2528,0.2482,0.252,2017-07-06,9830561.25,2448037.8
0.252,0.2563,0.2434,0.2473,2017-07-05,15408028.83,3825545.68
0.2473,0.2581,0.2471,0.2523,2017-07-04,17995464.05,4552741.55
0.2523,0.2567,0.2445,0.2537,2017-07-03,19637126.59,4894775.1
0.2537,0.2547,0.233,0.2386,2017-07-02,13951206.81,3370660.17
0.2386,0.2518,0.2337,0.2466,2017-07-01,17667630.13,4226316.92
0.2466,0.2596,0.245,0.2561,2017-06-30,17416009.02,4386458.77
0.2561,0.2693,0.2513,0.2686,2017-06-29,21949030.52,5613510.15
0.2686,0.2687,0.2487,0.2618,2017-06-28,27680751.7,7124296.3
0.2618,0.2618,0.2261,0.2461,2017-06-27,41434786.21,9886565.6
0.2461,0.2672,0.2184,0.2577,2017-06-26,57631504.55,13774522.03
0.2577,0.2816,0.2485,0.2775,2017-06-25,25109869.26,6609432.57
0.2775,0.3039,0.2564,0.2916,2017-06-24,74568116.74,20595203.34
0.2916,0.295,0.2767,0.2779,2017-06-23,23592415.64,6728587.17
0.2779,0.2816,0.2513,0.2726,2017-06-22,46961504.42,12535773.68
0.2726,0.3126,0.2542,0.308,2017-06-21,48481619.89,13552632.34
0.308,0.325,0.2742,0.281,2017-06-20,77740855.21,23633172.29
0.281,0.282,0.2588,0.2651,2017-06-19,20883914.01,5576730.22
0.2651,0.278,0.247,0.2597,2017-06-18,32932524.23,8604390.18
0.2597,0.265,0.2357,0.2506,2017-06-17,28881453.28,7225216.03
0.2506,0.257,0.2325,0.245,2017-06-16,19461669.73,4736284.88
0.245,0.2642,0.214,0.2623,2017-06-15,50497842.08,11786932.87
0.2623,0.3,0.245,0.2626,2017-06-14,55854511.68,15105056.57
0.2626,0.275,0.2454,0.2467,2017-06-13,23963493.68,6073130.84
0.2467,0.282,0.2325,0.2701,2017-06-12,56601709.1,14044119.87
0.2701,0.28,0.2543,0.2598,2017-06-11,21434528.02,5691147.16
0.2598,0.2848,0.2555,0.2814,2017-06-10,34208675.2,9130607.59
0.2814,0.296,0.28,0.2869,2017-06-09,19735787.39,5686608.83
0.2869,0.2973,0.27,0.2762,2017-06-08,24468373.19,6947528.66
0.2762,0.3,0.2717,0.284,2017-06-07,45347019.83,12841935.83
0.284,0.295,0.274,0.2888,2017-06-06,41415473.4,11631815.38
0.2888,0.2979,0.2869,0.2941,2017-06-05,12305756.13,3537444.36
0.2941,0.31,0.271,0.2921,2017-06-04,14936400.01,4301001.2
0.2921,0.307,0.2711,0.2959,2017-06-03,26174288.34,7343416.42
0.2959,0.3372,0.2759,0.3364,2017-06-02,49615504.65,14682655.98
0.3364,0.34,0.2456,0.2475,2017-06-01,124130165.67,36224800.07
0.2475,0.251,0.1931,0.2042,2017-05-31,51676689.21,11365542.0
0.2042,0.2388,0.1868,0.2324,2017-05-30,40779818.03,8841687.19
0.2324,0.2462,0.2102,0.2281,2017-05-29,47022259.61,10585430.11
0.2281,0.2489,0.2033,0.21,2017-05-28,55287846.06,11990463.42
0.21,0.287,0.135,0.276,2017-05-27,142982758.12,28093426.39
0.276,0.3282,0.24,0.24,2017-05-26,69359469.41,19654368.93
0.24,0.3027,0.231,0.29,2017-05-25,77640588.87,20208070.63
0.29,0.34,0.286,0.3229,2017-05-24,49652846.45,15365254.24
0.3229,0.3542,0.2827,0.2988,2017-05-23,41180583.67,13244183.85
0.2988,0.3308,0.2348,0.324,2017-05-22,66178319.15,19685837.01
0.324,0.36,0.319,0.3449,2017-05-21,31294214.44,10681141.34
0.3449,0.359,0.289,0.3224,2017-05-20,55875200.71,18702933.84
0.3224,0.3594,0.2817,0.3575,2017-05-19,58127536.18,19250494.2
0.3575,0.3925,0.304,0.375,2017-05-18,56879038.45,20067804.63
0.375,0.3989,0.285,0.325,2017-05-17,112506900.1,42005499.07
0.325,0.3347,0.25,0.2631,2017-05-16,95310891.4,29148812.54
0.2631,0.2631,0.2156,0.2171,2017-05-15,55292919.61,13507979.08
0.2171,0.22,0.2076,0.2102,2017-05-14,17259980.55,3761429.2
0.2102,0.222,0.1951,0.2069,2017-05-13,35707884.68,7550384.47
0.2069,0.21,0.1806,0.1837,2017-05-12,48149201.05,9551271.9
0.1837,0.1973,0.1618,0.187,2017-05-11,47809247.56,8658236.56
0.187,0.1979,0.151,0.1564,2017-05-10,57112346.62,10410824.18
0.1564,0.207,0.112,0.1917,2017-05-09,93831869.88,15247250.05
0.1917,0.224,0.1121,0.1391,2017-05-08,196517552.96,37136489.61
0.1391,0.155,0.09725,0.1001,2017-05-07,141560171.43,18031415.59
0.1001,0.1039,0.09029,0.09139,2017-05-06,76319259.52,7643760.23
0.09139,0.105,0.07776,0.08,2017-05-05,168241122.32,16003075.16
0.08,0.08793,0.06,0.06108,2017-05-04,177349558.15,13341509.99
0.06108,0.06199,0.05245,0.05382,2017-05-03,63348707.19,3774438.71
0.05382,0.05527,0.0505,0.05383,2017-05-02,38673147.83,2181169.51
0.05383,0.05811,0.04903,0.05218,2017-05-01,77803041.37,4400757.51
0.05218,0.05499,0.04902,0.05383,2017-04-30,51990180.5,2863538.63
0.05383,0.05952,0.04499,0.045,2017-04-29,124585751.84,6837573.87
0.045,0.04612,0.03487,0.03523,2017-04-28,120537934.75,5228921.43
0.03523,0.0368,0.03225,0.03275,2017-04-27,45280235.83,1621980.78
0.03275,0.03392,0.03224,0.03224,2017-04-26,34441871.68,1203110.64
0.03224,0.03421,0.03108,0.03151,2017-04-25,38797010.16,1348850.11
0.03151,0.032,0.0309,0.03141,2017-04-24,16871413.16,561755.88
0.03141,0.03214,0.03102,0.0316,2017-04-23,21204340.28,722171.43
0.0316,0.03401,0.03033,0.03355,2017-04-22,27758838.68,939203.45
0.03355,0.0347,0.02945,0.02999,2017-04-21,82638334.29,2793812.52
0.02999,0.03104,0.02643,0.03035,2017-04-20,64206329.18,1917181.87
0.03035,0.03319,0.02816,0.03281,2017-04-19,35030665.83,1139723.37
0.03281,0.03419,0.0322,0.03333,2017-04-18,26069857.39,894803.51
0.03333,0.03386,0.03246,0.03306,2017-04-17,19192079.69,659060.65
0.03306,0.03395,0.03251,0.03381,2017-04-16,13395325.17,454902.39
0.03381,0.03451,0.03315,0.03348,2017-04-15,15502586.44,534015.83
0.03348,0.03525,0.033,0.03422,2017-04-14,23633835.57,814998.38
0.03422,0.03562,0.0337,0.03455,2017-04-13,41253647.78,1439327.13
0.03455,0.0356,0.0322,0.03316,2017-04-12,41022755.03,1410149.96
0.03316,0.03513,0.032,0.03404,2017-04-11,29820884.98,1009841.89
0.03404,0.0359,0.0332,0.03421,2017-04-10,28362464.41,987619.79
0.03421,0.03578,0.03251,0.03575,2017-04-09,32765410.76,1123333.76
0.03575,0.0378,0.03515,0.03715,2017-04-08,58141930.06,2051120.05
0.03715,0.03873,0.03086,0.0332,2017-04-07,102118633.32,3568261.44
0.0332,0.03728,0.029,0.03559,2017-04-06,110945937.52,3642037.0
0.03559,0.04108,0.035,0.03787,2017-04-05,105013348.76,3942401.73
0.03787,0.0429,0.0269,0.03201,2017-04-04,159379438.17,5650470.81
0.03201,0.062,0.025,0.0615,2017-04-03,292830252.0,12220082.14
0.0615,0.0695,0.0075,0.022,2017-04-02,443133877.23,19084433.49
0.022,0.02323,0.01968,0.0214,2017-04-01,86881532.22,1888519.15
0.0214,0.02254,0.01315,0.01383,2017-03-31,248273926.03,4698750.76
0.01383,0.0147,0.01015,0.01015,2017-03-30,104840490.88,1279895.34
0.01015,0.01015,0.00946,0.00955,2017-03-29,22498975.43,219621.23
0.00955,0.00965,0.00906,0.00943,2017-03-28,25363669.6,237326.87
0.00943,0.01025,0.009,0.00937,2017-03-27,42149727.56,403512.31
0.00937,0.00982,0.00888,0.00888,2017-03-26,24653766.54,230824.07
0.00888,0.01084,0.00879,0.01062,2017-03-25,67234005.62,650956.8
0.01062,0.01182,0.00815,0.011,2017-03-24,152896223.15,1558480.67
