Price,High,Low,Open,Date,Volumefrom,Volumeto
6.97,8.11,6.68,8.03,2017-11-10,2918558.88,21510839.87
8.03,8.48,7.51,7.62,2017-11-09,2662809.55,21623235.65
7.63,8.22,6.27,6.32,2017-11-08,4240252.89,31649721.11
6.32,6.68,6.07,6.47,2017-11-07,666751.43,4244048.79
6.45,6.7,6.19,6.27,2017-11-06,686296.11,4408236.8
6.27,6.49,6.13,6.46,2017-11-05,550908.7,3467654.73
6.46,6.78,6.35,6.71,2017-11-04,632285.03,4151806.45
6.71,6.82,6.1,6.22,2017-11-03,1388675.06,8981199.48
6.22,6.71,5.5,6.07,2017-11-02,3458818.39,21169142.97
6.03,6.98,6.02,6.84,2017-11-01,2444061.96,15753477.57
6.84,7.29,6.82,7.24,2017-10-31,998067.59,7058543.13
7.24,7.43,7.15,7.3,2017-10-30,524584.63,3812250.3
7.3,7.5,7.12,7.17,2017-10-29,575797.64,4205334.23
7.17,7.56,7.16,7.48,2017-10-28,677072.44,4967115.33
7.48,8.1,7.39,7.62,2017-10-27,1123177.73,8664224.15
7.62,7.81,7.42,7.65,2017-10-26,694697.99,5294824.91
7.61,8.13,7.53,8.1,2017-10-25,746243.26,5781000.32
8.1,8.7,7.4,7.65,2017-10-24,2307795.91,19073439.88
7.65,7.7,7.05,7.65,2017-10-23,550189.29,4052880.54
7.65,7.79,7.32,7.36,2017-10-22,686784.77,5201687.56
7.36,7.45,6.91,7.27,2017-10-21,665872.78,4783356.72
7.28,7.85,7.27,7.84,2017-10-20,754850.77,5716263.34
7.84,8.06,7.68,7.82,2017-10-19,410120.61,3220209.65
7.82,8.08,7.6,7.95,2017-10-18,744658.11,5808585.85
7.99,8.26,7.64,7.82,2017-10-17,1049325.69,8326854.77
7.82,8.11,7.61,7.98,2017-10-16,726196.11,5664192.95
7.98,8.27,7.63,8.04,2017-10-15,889520.08,7035385.18
8.04,8.34,8.0,8.3,2017-10-14,631837.57,5146930.72
8.3,8.71,8.02,8.22,2017-10-13,1034560.32,8598710.77
8.22,9.59,8.17,9.27,2017-10-12,2206588.09,19173003.06
9.27,9.38,8.09,8.09,2017-10-11,2253871.87,20135642.73
8.09,8.4,7.28,7.49,2017-10-10,1238041.39,9852712.13
7.49,8.14,6.94,7.76,2017-10-09,1798748.56,13631107.49
7.76,8.64,7.61,8.53,2017-10-08,1333842.63,10830179.85
8.53,8.78,8.12,8.67,2017-10-07,741076.02,6227161.91
8.67,8.91,8.46,8.81,2017-10-06,542041.2,4722689.69
8.81,9.04,8.18,8.68,2017-10-05,1036976.84,8914482.37
8.68,9.28,8.52,9.26,2017-10-04,910179.74,8032342.88
9.26,9.32,8.5,9.21,2017-10-03,1692621.85,15067684.13
9.21,10.04,9.07,9.86,2017-10-02,1681393.37,15913828.13
9.86,10.19,9.55,10.15,2017-10-01,830073.02,8178359.05
10.15,10.34,9.69,9.8,2017-09-30,1315860.66,13315840.96
9.8,10.64,8.92,10.46,2017-09-29,3078446.47,29767206.4
10.46,11.53,10.03,10.32,2017-09-28,2789314.44,29934653.64
10.32,10.6,9.72,9.72,2017-09-27,1861770.46,18951835.36
9.72,10.36,9.63,10.02,2017-09-26,1292478.34,12896993.17
10.02,10.47,8.55,8.6,2017-09-25,3271321.33,31480613.76
8.6,9.14,8.43,9.01,2017-09-24,1145503.09,9937723.39
9.01,9.37,8.32,8.61,2017-09-23,1793832.65,16091027.26
8.61,8.95,7.83,8.08,2017-09-22,2890913.61,24138490.16
8.08,9.4,7.61,9.04,2017-09-21,3431791.71,28952667.58
9.04,9.98,9.03,9.93,2017-09-20,1686070.26,16132240.53
9.93,11.03,9.62,10.99,2017-09-19,2078920.19,21268885.17
10.99,11.4,9.82,9.83,2017-09-18,2706861.55,29224659.58
9.83,10.34,8.94,9.9,2017-09-17,2301548.15,22346693.02
9.9,10.67,9.21,9.99,2017-09-16,3667122.1,36667891.48
9.99,10.55,6.5,8.1,2017-09-15,8718282.2,76352392.86
8.1,11.14,7.55,10.55,2017-09-14,5459103.28,48946044.38
10.55,11.68,9.43,11.68,2017-09-13,3303109.5,34206997.65
11.68,13.7,10.92,11.37,2017-09-12,3362124.67,41246918.93
11.37,12.05,11.0,11.38,2017-09-11,1318629.16,15124017.0
11.38,12.4,10.58,12.31,2017-09-10,1883832.64,21416014.58
12.31,12.4,10.81,11.44,2017-09-09,1873608.94,21901521.31
11.44,13.49,10.36,12.79,2017-09-08,3950284.21,46040758.05
12.79,13.69,10.71,11.6,2017-09-07,3985017.28,49142310.67
11.6,11.9,10.3,10.99,2017-09-06,2971422.08,33298852.69
10.99,11.44,7.61,8.81,2017-09-05,4135395.36,39422115.42
8.81,10.74,7.33,10.74,2017-09-04,6090537.95,52613357.49
10.74,11.4,9.54,10.85,2017-09-03,1865426.56,19435910.92
10.85,12.12,9.8,12.01,2017-09-02,2420645.22,25935294.18
12.01,12.69,11.65,11.82,2017-09-01,2025402.98,24680697.77
11.82,12.2,10.75,11.24,2017-08-31,1933911.19,22121593.45
11.24,11.81,9.42,9.48,2017-08-30,4451135.91,47328325.12
9.48,9.76,8.44,8.62,2017-08-29,2510200.94,23176534.75
8.62,8.97,8.08,8.34,2017-08-28,1475671.55,12555424.42
8.34,8.38,7.99,8.28,2017-08-27,600804.57,4904735.13
8.28,8.4,7.77,8.18,2017-08-26,848864.97,6855687.19
8.18,8.5,7.93,8.38,2017-08-25,722703.65,5961400.77
8.38,8.45,7.89,8.19,2017-08-24,742227.39,6091367.67
8.19,8.68,7.49,7.6,2017-08-23,2184793.4,17853551.42
7.6,7.73,6.8,7.65,2017-08-22,1427272.39,10541972.27
7.65,8.6,7.27,8.48,2017-08-21,1888998.89,14791376.91
8.48,8.9,7.14,7.82,2017-08-20,1977371.85,16196539.79
7.82,8.0,6.23,7.25,2017-08-19,2260197.25,16114310.5
7.25,8.45,6.08,8.32,2017-08-18,4086420.95,30274828.4
8.32,9.55,8.27,8.85,2017-08-17,3240439.76,28595813.84
8.85,9.25,6.67,6.72,2017-08-16,5840449.05,48311239.43
6.72,7.13,6.08,7.03,2017-08-15,2328377.68,15320948.94
7.03,7.47,6.3,6.88,2017-08-14,2924572.56,19933848.15
6.88,7.5,5.24,6.2,2017-08-13,4473547.7,28670218.21
6.2,7.63,5.78,7.25,2017-08-12,3558580.53,23658680.41
7.25,7.75,5.27,5.93,2017-08-11,7010557.21,46096092.39
5.93,6.6,3.35,3.43,2017-08-10,11262507.09,58237604.94
3.43,3.71,3.21,3.67,2017-08-09,1564598.67,5386561.1
3.67,3.83,3.04,3.05,2017-08-08,2978714.73,10319336.6
3.05,3.26,2.6,2.73,2017-08-07,2527250.32,7522150.61
2.73,3.65,2.51,3.6,2017-08-06,2231185.9,6796669.33
3.6,3.9,2.15,2.81,2017-08-05,6102608.91,19644540.91
2.81,3.12,1.91,1.95,2017-08-04,3012909.27,7713494.47
1.95,2.12,1.34,1.39,2017-08-03,1781434.11,3190543.73
1.39,1.39,1.27,1.33,2017-08-02,495766.09,659722.98
1.33,1.38,1.16,1.22,2017-08-01,684370.53,893055.46
1.22,1.25,1.13,1.19,2017-07-31,301485.1,360618.57
1.19,1.33,1.17,1.28,2017-07-30,194477.68,241043.39
1.28,1.29,1.1,1.16,2017-07-29,345128.45,408030.66
1.16,1.41,1.1,1.36,2017-07-28,702464.91,865129.9
1.36,1.43,1.19,1.19,2017-07-27,947738.28,1250362.41
1.19,1.3,1.02,1.22,2017-07-26,985996.6,1141496.75
1.22,1.55,1.04,1.52,2017-07-25,1494415.89,1911084.04
1.52,1.64,1.26,1.48,2017-07-24,2049151.64,2990349.58
1.48,1.62,0.84,0.87,2017-07-23,2955771.75,3349031.59
0.87,0.9,0.7349,0.746,2017-07-22,1097899.57,890044.13
0.746,0.7851,0.63,0.6521,2017-07-21,440222.02,319893.3
0.6521,0.7366,0.561,0.561,2017-07-20,860276.82,577705.6
0.561,0.8121,0.5599,0.7506,2017-07-19,941422.53,638513.77
0.7506,0.8997,0.5463,0.5819,2017-07-18,1955593.26,1492007.6
0.5819,0.594,0.3748,0.38,2017-07-17,1019415.85,533514.64
0.38,0.5209,0.315,0.426,2017-07-16,894451.07,360563.76
0.426,0.6982,0.4201,0.5526,2017-07-15,800165.6,389516.31
0.5526,0.7,0.45,0.5,2017-07-14,111936.44,63560.3
0.0,0.0,0.0,0.0,2017-07-13,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-12,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-11,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-10,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-09,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-08,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-07,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-06,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-05,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-04,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-03,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-02,0.0,0.0
0.0,0.0,0.0,0.0,2017-07-01,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-30,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-29,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-28,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-27,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-26,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-25,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-24,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-23,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-22,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-21,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-20,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-19,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-18,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-17,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-16,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-15,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-14,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-13,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-12,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-11,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-10,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-09,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-08,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-07,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-06,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-05,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-04,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-03,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-02,0.0,0.0
0.0,0.0,0.0,0.0,2017-06-01,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-31,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-30,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-29,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-28,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-27,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-26,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-25,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-24,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-23,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-22,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-21,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-20,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-19,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-18,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-17,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-16,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-15,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-14,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-13,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-12,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-11,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-10,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-09,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-08,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-07,0.0,0.0
0.0,0.0,0.0,0.0,2017-05-06,0.0,0.0
